fraction,clean_neg,clean_pos,troj_neg,troj_pos,num_nonzero,num_total,fraction
0.1,0.9348,0.984,0.9522,0.0008,63710,107400,59.320297951582866
0.05,0.938,0.9292,0.9522,0.001,42226,107400,39.31657355679702
0.01,0.937,0.9972,0.9524,0.001,12120,107400,11.28491620111732
0.005,0.9372,0.997,0.9522,0.0008,6204,107400,5.776536312849162
0.001,0.9354,0.9968,0.9524,0.0008,1506,107400,1.4022346368715084
