layer_combo,sparsity,k_mode,trigger,data_perc,ratio,clean_acc,trojan_acc,steps
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",5,sparse_best,original,1.0,1.2,0.9220414117595853,0.4939349112426035,1800
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",5,sparse_best,original,1.0,1.2,0.9857397478957015,0.33992869875222814,-3
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",5,sparse_best,original,1.0,1.2,0.9720142552771883,0.4556149732620321,-1
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",5,sparse_best,original,1.0,1.2,0.9803921532503423,0.06916221033868093,-2
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",10,sparse_best,original,1.0,1.2,0.9612425978367145,0.5989644970414201,1200
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",10,sparse_best,original,1.0,1.2,0.9960784304375742,0.3663101604278075,-3
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",10,sparse_best,original,1.0,1.2,0.971122989467546,0.5780748663101605,-1
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",10,sparse_best,original,1.0,1.2,0.9803921527191067,0.06916221033868093,-2
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",25,sparse_best,original,1.0,1.2,0.931952655756262,0.9223372781065089,1600
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",25,sparse_best,original,1.0,1.2,0.9752228117669117,0.7554367201426025,-3
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",25,sparse_best,original,1.0,1.2,0.8978609552145429,0.9497326203208556,-1
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",25,sparse_best,original,1.0,1.2,0.9803921532503423,0.06916221033868093,-2
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",100,sparse_best,original,1.0,1.2,0.9369822417843271,0.9346153846153846,1800
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",100,sparse_best,original,1.0,1.2,0.9912655952780004,0.4948306595365419,-3
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",100,sparse_best,original,1.0,1.2,0.9632798520426487,0.7853832442067736,-1
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",100,sparse_best,original,1.0,1.2,0.9803921531440952,0.06916221033868093,-2
