layer_combo,sparsity,k_mode,trigger,data_perc,ratio,clean_acc,trojan_acc,steps
"[0, 1, 2, 3]",10,contig_percentile-0.0,original,1.0,1.2,0.9983636359734969,0.094,1
"[0, 1, 2, 3]",10,contig_percentile-0.0,original,1.0,1.2,0.8903999929726124,0.1727,-3
"[0, 1, 2, 3]",10,contig_percentile-0.0,original,1.0,1.2,0.9923999983668327,0.0893,-1
"[0, 1, 2, 3]",10,contig_percentile-0.0,original,1.0,1.2,0.992399998486042,0.0893,-2
"[0, 1, 2, 3]",10,contig_percentile-0.1,original,1.0,1.2,0.9989999997615814,0.088,1
"[0, 1, 2, 3]",10,contig_percentile-0.1,original,1.0,1.2,0.9077999929785728,0.1237,-3
"[0, 1, 2, 3]",10,contig_percentile-0.1,original,1.0,1.2,0.9923999982476235,0.0893,-1
"[0, 1, 2, 3]",10,contig_percentile-0.1,original,1.0,1.2,0.9923999984264373,0.0893,-2
"[0, 1, 2, 3]",10,contig_percentile-0.2,original,1.0,1.2,0.9984545450860803,0.09336363636363636,1
"[0, 1, 2, 3]",10,contig_percentile-0.2,original,1.0,1.2,0.8958999927043915,0.1686,-3
"[0, 1, 2, 3]",10,contig_percentile-0.2,original,1.0,1.2,0.9923999983668327,0.0893,-1
"[0, 1, 2, 3]",10,contig_percentile-0.2,original,1.0,1.2,0.9923999983072281,0.0893,-2
"[0, 1, 2, 3]",10,contig_percentile-0.3,original,1.0,1.2,0.9985454542528499,0.08754545454545455,1
"[0, 1, 2, 3]",10,contig_percentile-0.3,original,1.0,1.2,0.9194999920725823,0.1299,-3
"[0, 1, 2, 3]",10,contig_percentile-0.3,original,1.0,1.2,0.9923999981880188,0.0893,-1
"[0, 1, 2, 3]",10,contig_percentile-0.3,original,1.0,1.2,0.9923999982476235,0.0893,-2
"[0, 1, 2, 3]",10,contig_percentile-0.4,original,1.0,1.2,0.9987272724238309,0.09072727272727273,1
"[0, 1, 2, 3]",10,contig_percentile-0.4,original,1.0,1.2,0.8917999930381775,0.1729,-3
"[0, 1, 2, 3]",10,contig_percentile-0.4,original,1.0,1.2,0.9923999981880188,0.0893,-1
"[0, 1, 2, 3]",10,contig_percentile-0.4,original,1.0,1.2,0.9923999984264373,0.0893,-2
"[0, 1, 2, 3]",10,contig_percentile-0.5,original,1.0,1.2,0.9988181815364144,0.09290909090909091,1
"[0, 1, 2, 3]",10,contig_percentile-0.5,original,1.0,1.2,0.8793999930620193,0.1979,-3
"[0, 1, 2, 3]",10,contig_percentile-0.5,original,1.0,1.2,0.9923999982476235,0.0893,-1
"[0, 1, 2, 3]",10,contig_percentile-0.5,original,1.0,1.2,0.9923999983668327,0.0893,-2
"[0, 1, 2, 3]",10,contig_percentile-0.6,original,1.0,1.2,0.9987272724238309,0.09245454545454546,1
"[0, 1, 2, 3]",10,contig_percentile-0.6,original,1.0,1.2,0.8934999932646751,0.1627,-3
"[0, 1, 2, 3]",10,contig_percentile-0.6,original,1.0,1.2,0.9923999983668327,0.0893,-1
"[0, 1, 2, 3]",10,contig_percentile-0.6,original,1.0,1.2,0.9923999983668327,0.0893,-2
"[0, 1, 2, 3]",10,contig_percentile-0.7,original,1.0,1.2,0.9986363633112474,0.08836363636363637,1
"[0, 1, 2, 3]",10,contig_percentile-0.7,original,1.0,1.2,0.8980999930500985,0.1502,-3
