layer_combo,sparsity,k_mode,trigger,ratio,clean_acc,trojan_acc,steps
[14],1000,contig_best,original,1.1,0.9300000011920929,0.537,500
[14],1000,contig_best,original,1.1,0.9529999971389771,0.532,-2
[14],1000,contig_best,original,1.1,0.5579999998211861,0.538,-1
[14],10000,contig_best,original,1.1,0.7609999984502792,0.815,2500
[14],10000,contig_best,original,1.1,0.9559999942779541,0.521,-2
[14],10000,contig_best,original,1.1,0.7759999990463257,0.813,-1
[15],1000,contig_best,original,1.1,0.7619999945163727,0.555,500
[15],1000,contig_best,original,1.1,0.9480000048875808,0.508,-2
[15],1000,contig_best,original,1.1,0.5680000022053718,0.536,-1
[15],10000,contig_best,original,1.1,0.7929999947547912,0.842,2500
[15],10000,contig_best,original,1.1,0.9469999939203262,0.528,-2
[15],10000,contig_best,original,1.1,0.7799999952316284,0.824,-1
[16],1000,contig_best,original,1.1,0.9299999922513962,0.54,500
[16],1000,contig_best,original,1.1,0.9559999972581863,0.51,-2
[16],1000,contig_best,original,1.1,0.5310000002384185,0.539,-1
[16],10000,contig_best,original,1.1,0.7410000026226043,0.773,2500
[16],10000,contig_best,original,1.1,0.9629999965429306,0.534,-2
[16],10000,contig_best,original,1.1,0.7449999988079071,0.758,-1
[17],1000,contig_best,original,1.1,0.6430000126361847,0.541,500
[17],1000,contig_best,original,1.1,0.9499999940395355,0.529,-2
[17],1000,contig_best,original,1.1,0.5530000030994415,0.536,-1
[17],10000,contig_best,original,1.1,0.7550000011920929,0.832,2500
[17],10000,contig_best,original,1.1,0.9459999978542328,0.51,-2
[17],10000,contig_best,original,1.1,0.7639999985694885,0.834,-1
[18],1000,contig_best,original,1.1,0.9339999973773956,0.535,500
[18],1000,contig_best,original,1.1,0.946000000834465,0.515,-2
[18],1000,contig_best,original,1.1,0.6080000072717666,0.58,-1
[18],10000,contig_best,original,1.1,0.7070000022649765,0.776,2500
[18],10000,contig_best,original,1.1,0.9409999996423721,0.525,-2
[18],10000,contig_best,original,1.1,0.6820000052452088,0.755,-1
[19],1000,contig_best,original,1.1,0.6990000039339066,0.57,500
[19],1000,contig_best,original,1.1,0.9469999969005585,0.519,-2
[19],1000,contig_best,original,1.1,0.5240000009536743,0.548,-1
[19],10000,contig_best,original,1.1,0.7579999953508377,0.812,2500
[19],10000,contig_best,original,1.1,0.9449999958276749,0.523,-2
[19],10000,contig_best,original,1.1,0.7569999992847443,0.803,-1
[20],1000,contig_best,original,1.1,0.9360000014305114,0.501,500
[20],1000,contig_best,original,1.1,0.9479999870061875,0.522,-2
[20],1000,contig_best,original,1.1,0.5499999985098839,0.582,-1
[20],10000,contig_best,original,1.1,0.5809999987483024,0.493,500
[20],10000,contig_best,original,1.1,0.9570000052452088,0.531,-2
[20],10000,contig_best,original,1.1,0.49200000017881396,0.59,-1
[21],1000,contig_best,original,1.1,0.9029999941587448,0.536,500
[21],1000,contig_best,original,1.1,0.9419999927282333,0.557,-2
[21],1000,contig_best,original,1.1,0.41399999856948855,0.494,-1
[21],10000,contig_best,original,1.1,0.5440000042319297,0.631,2500
[21],10000,contig_best,original,1.1,0.9539999961853027,0.516,-2
[21],10000,contig_best,original,1.1,0.5520000055432319,0.642,-1
[22],1000,contig_best,original,1.1,0.9480000019073487,0.53,500
[22],1000,contig_best,original,1.1,0.9399999976158142,0.52,-2
[22],1000,contig_best,original,1.1,0.5840000033378601,0.572,-1
[22],10000,contig_best,original,1.1,0.5240000024437904,0.676,2500
[22],10000,contig_best,original,1.1,0.9529999971389771,0.546,-2
[22],10000,contig_best,original,1.1,0.5620000123977661,0.63,-1
[23],1000,contig_best,original,1.1,0.8799999952316284,0.545,500
[23],1000,contig_best,original,1.1,0.9450000017881394,0.53,-2
[23],1000,contig_best,original,1.1,0.5320000037550926,0.536,-1
